"age" "gender" "belgian" "degree" "startdate" "months" "phd" "years" "totdfte" "meandfte" "level" "class" "faculty"
30 "W" "B" 6 35704 NA "N" NA 0.83 0.5 "wetenschappelijk medewerker" "7b) Andere juniorstatuten (WM)" "DI"
22 "M" "B" 7 35309 NA "N" NA 3 1 "IMEC predoctoraal onderzoeker" "6b) Andere projecten (WM)" "TW"
25 "M" "O" 5 37165 NA "N" NA 2.33 1 "wetenschappelijk medewerker" "6b) Andere projecten (WM)" "TW"
23 "W" "B" 8 35096 89 "Y" 7 7.33 0.92 "wetenschappelijk medewerker" "6b) Andere projecten (WM)" "PP"
22 "M" "B" 7 36434 NA "N" NA 4 1 "IWT-bursaal" "3 ) IWT-bursalen" "LA"
29 "M" "B" 6 34121 NA "N" NA 0.17 0.5 "assistent" "1c) Plaatsvervangend AAP" "GE"
22 "W" "B" 7 36404 NA "N" NA 3.17 1 "assistent" "1a) Bezoldigd AAP" "EB"
23 "M" "B" 8 36192 NA "N" NA 0.41 1 "wetenschappelijk medewerker" "6b) Andere projecten (WM)" "LW"
22 "W" "B" 8 36800 NA "N" NA 3.41 1 "doctoraatsbursaal" "6a) Andere projecten (bursalen)" "WE"
25 "M" "B" 8 35796 40 "Y" 3 3 1 "IWT-bursaal" "3 ) IWT-bursalen" "TW"
23 "W" "B" 8 37165 NA "N" NA 1 0.5 "assistent" "1a) Bezoldigd AAP" "RE"
22 "W" "B" 8 35125 50 "Y" 4 4.21 1 "doctoraatsbursaal" "5a) FWO-,BOF- en IUAP-projecten (bursalen)" "WE"
31 "M" "B" 7 35796 NA "N" NA 1.08 1 "wetenschappelijk medewerker" "6b) Andere projecten (WM)" "WE"
24 "W" "B" 7 36281 NA "N" NA 3 1 "doctoraatsbursaal" "6a) Andere projecten (bursalen)" "LA"
23 "M" "B" 7 37653 NA "N" NA 0.91 1 "doctoraatsbursaal" "6a) Andere projecten (bursalen)" "WE"
22 "W" "B" 7 35704 NA "N" NA 1.6 0.8 "assistent" "1a) Bezoldigd AAP" "GE"
26 "M" "B" 5 37530 NA "N" NA 2 1 "doctoraatsbursaal" "5a) FWO-,BOF- en IUAP-projecten (bursalen)" "GE"
23 "M" "B" 7 35674 NA "N" NA 4.25 1 "IMEC predoctoraal onderzoeker" "6b) Andere projecten (WM)" "TW"
24 "M" "B" 7 36161 NA "N" NA 5 1 "doctoraatsbursaal" "5a) FWO-,BOF- en IUAP-projecten (bursalen)" "PP"
24 "M" "B" 7 34243 NA "N" NA 2.66 0.49 "assistent" "1a) Bezoldigd AAP" "DI"
34 "M" "B" 7 34731 95 "Y" 8 3.52 0.92 "wetenschappelijk medewerker" "6b) Andere projecten (WM)" "LW"
29 "M" "B" 5 36281 NA "N" NA 4.42 1 "assistent" "1a) Bezoldigd AAP" "RE"
22 "M" "B" 8 36039 NA "N" NA 2.52 0.84 "assistent" "1a) Bezoldigd AAP" "EB"
22 "W" "B" 6 34335 NA "N" NA 1 0.87 "wetenschappelijk medewerker" "6b) Andere projecten (WM)" "TW"
24 "M" "B" 8 34973 NA "N" NA 1.42 1 "wetenschappelijk medewerker" "6b) Andere projecten (WM)" "TW"
32 "W" "B" 6 36892 NA "N" NA 2.75 1 "doctoraatsbursaal" "6a) Andere projecten (bursalen)" "LA"
25 "M" "B" 8 33756 NA "N" NA 3.34 1 "wetenschappelijk medewerker" "6b) Andere projecten (WM)" "PS"
23 "W" "B" 9 35339 57 "Y" 5 4.76 1 "aspirant FWO (WP-BD)" "2 ) FWO-bursalen" "FW"
24 "M" "B" 8 36434 NA "N" NA 4.17 1 "assistent" "1a) Bezoldigd AAP" "PS"
23 "M" "B" 8 35643 NA "N" NA 3.33 1 "IMEC predoctoraal onderzoeker" "6b) Andere projecten (WM)" "TW"
22 "W" "B" 7 36434 NA "N" NA 2.25 1 "doctoraatsbursaal" "6a) Andere projecten (bursalen)" "LA"
26 "M" "B" 6 36192 NA "N" NA 0.21 0.5 "wetenschappelijk medewerker" "6b) Andere projecten (WM)" "WE"
24 "W" "B" 7 36892 NA "N" NA 0.9 0.9 "wetenschappelijk medewerker" "6b) Andere projecten (WM)" "LW"
27 "W" "B" 7 37347 NA "N" NA 0.58 0.5 "wetenschappelijk medewerker" "6b) Andere projecten (WM)" "WE"
31 "M" "B" 6 36892 NA "N" NA 1.21 0.5 "wetenschappelijk medewerker" "6b) Andere projecten (WM)" "PP"
26 "W" "B" 7 36434 NA "N" NA 0.84 1 "wetenschappelijk medewerker" "6b) Andere projecten (WM)" "LA"
23 "W" "B" 7 37530 NA "N" NA 0.92 1 "doctoraatsbursaal" "5a) FWO-,BOF- en IUAP-projecten (bursalen)" "FW"
23 "W" "B" 7 33604 NA "N" NA 2.09 1 "assistent" "1a) Bezoldigd AAP" "TW"
23 "M" "B" 7 36130 41 "Y" 3 3 1 "doctoraatsbursaal" "6a) Andere projecten (bursalen)" "LA"
25 "M" "B" 7 35339 64 "Y" 5 5.42 1 "IWT-bursaal" "3 ) IWT-bursalen" "GE"
23 "M" "B" 8 35065 NA "N" NA 0.84 1 "IWT-bursaal" "3 ) IWT-bursalen" "TW"
23 "M" "B" 9 33512 NA "N" NA 2.17 1 "aspirant FWO (WP-BD)" "2 ) FWO-bursalen" "LA"
23 "M" "B" 8 37561 NA "N" NA 2.41 1 "wetenschappelijk medewerker" "6b) Andere projecten (WM)" "TW"
24 "W" "B" 7 36770 NA "N" NA 0.67 0.73 "wetenschappelijk medewerker" "6b) Andere projecten (WM)" "GE"
22 "M" "B" 7 35796 63 "Y" 5 4.5 0.9 "doctoraatsbursaal" "6a) Andere projecten (bursalen)" "WE"
40 "W" "B" 6 34608 NA "N" NA 2.58 0.22 "wetenschappelijk medewerker" "7b) Andere juniorstatuten (WM)" "PP"
27 "W" "O" 5 37196 23 "Y" 2 1.83 1 "doctoraatsbursaal" "6a) Andere projecten (bursalen)" "LA"
22 "W" "B" 7 36008 NA "N" NA 1.42 1 "wetenschappelijk medewerker" "7b) Andere juniorstatuten (WM)" "LA"
24 "M" "B" 8 36434 NA "N" NA 4 1 "IWT-bursaal" "3 ) IWT-bursalen" "WE"
23 "M" "B" 7 34943 NA "N" NA 2.66 1 "wetenschappelijk medewerker" "6b) Andere projecten (WM)" "TW"
23 "M" "B" 8 33970 52 "Y" 4 4.41 1 "wetenschappelijk medewerker" "5b) FWO-,BOF- en IUAP-projecten (WM)" "WE"
42 "M" "B" 5 34243 NA "N" NA 1.85 0.19 "wetenschappelijk medewerker" "7b) Andere juniorstatuten (WM)" "GE"
25 "W" "B" 7 36861 NA "N" NA 0.5 0.5 "wetenschappelijk medewerker" "6b) Andere projecten (WM)" "PP"
23 "M" "B" 5 37500 NA "N" NA 4.33 1 "wetenschappelijk medewerker" "6b) Andere projecten (WM)" "LA"
21 "W" "B" 7 36404 NA "N" NA 1.4 0.47 "assistent" "1a) Bezoldigd AAP" "EB"
25 "W" "B" 8 37165 NA "N" NA 4 1 "aspirant FWO (WP-BD)" "2 ) FWO-bursalen" "GE"
26 "M" "B" 7 36800 NA "N" NA 4 1 "doctoraatsbursaal" "5a) FWO-,BOF- en IUAP-projecten (bursalen)" "GE"
23 "W" "B" 5 34090 NA "N" NA 3.67 1 "assistent" "1a) Bezoldigd AAP" "LW"
25 "W" "O" 5 36312 NA "N" NA 0.25 1 "wetenschappelijk projectmedewerker MML" "6b) Andere projecten (WM)" "DI"
26 "M" "B" 8 37438 NA "N" NA 2 1 "doctoraatsbursaal" "5a) FWO-,BOF- en IUAP-projecten (bursalen)" "LW"
22 "M" "B" 8 34213 56 "Y" 5 4.73 1 "assistent" "1a) Bezoldigd AAP" "TW"
24 "W" "B" 5 36982 NA "N" NA 0.75 1 "wetenschappelijk medewerker" "6b) Andere projecten (WM)" "DI"
24 "W" "B" 8 35521 NA "N" NA 5 0.98 "wetenschappelijk medewerker" "6b) Andere projecten (WM)" "GE"
24 "M" "B" 8 36069 NA "N" NA 6 1 "doctoraatsbursaal" "5a) FWO-,BOF- en IUAP-projecten (bursalen)" "TW"
25 "W" "B" 8 34304 NA "N" NA 1.24 0.32 "assistent" "1a) Bezoldigd AAP" "GE"
23 "W" "B" 8 33817 NA "N" NA 0.13 0.5 "wetenschappelijk medewerker" "6b) Andere projecten (WM)" "RE"
23 "W" "B" 7 35704 NA "N" NA 0.8 0.4 "wetenschappelijk medewerker" "6b) Andere projecten (WM)" "LW"
23 "W" "B" 8 36404 NA "N" NA 2 1 "wetenschappelijk medewerker" "6b) Andere projecten (WM)" "LA"
41 "M" "B" 5 33604 NA "N" NA 0.4 0.4 "wetenschappelijk medewerker" "6b) Andere projecten (WM)" "DI"
24 "W" "B" 5 36800 NA "N" NA 0.5 1 "assistent" "1c) Plaatsvervangend AAP" "PP"
31 "W" "O" 5 37530 NA "N" NA 1 1 "doctoraatsbursaal" "6a) Andere projecten (bursalen)" "LA"
24 "W" "B" 7 37288 NA "N" NA 2 1 "assistent" "1a) Bezoldigd AAP" "DI"
25 "W" "B" 8 37530 NA "N" NA 2 1 "doctoraatsbursaal" "4a) Persoonsgebonden mandaten (bursalen)" "GE"
30 "M" "O" 5 36161 21 "Y" 2 1.8 1 "doctoraatsbursaal" "6a) Andere projecten (bursalen)" "TW"
25 "W" "B" 7 34759 NA "N" NA 0.42 1 "wetenschappelijk medewerker" "6b) Andere projecten (WM)" "LA"
24 "M" "B" 6 36770 NA "N" NA 1 1 "wetenschappelijk medewerker" "6b) Andere projecten (WM)" "EB"
22 "M" "B" 9 36800 NA "N" NA 4 1 "doctoraatsbursaal" "4a) Persoonsgebonden mandaten (bursalen)" "WE"
37 "M" "O" 5 36161 NA "N" NA 2.92 1 "wetenschappelijk medewerker" "6b) Andere projecten (WM)" "PP"
23 "M" "B" 7 36069 NA "N" NA 5.25 1 "doctoraatsbursaal" "6a) Andere projecten (bursalen)" "TW"
25 "W" "B" 8 36526 NA "N" NA 4 1 "assistent" "1a) Bezoldigd AAP" "EB"
26 "W" "B" 5 35735 NA "N" NA 3.17 1 "wetenschappelijk medewerker" "6b) Andere projecten (WM)" "GE"
25 "W" "B" 8 34366 NA "N" NA 9.85 0.93 "wetenschappelijk medewerker" "6b) Andere projecten (WM)" "PP"
22 "W" "B" 7 37135 NA "N" NA 5 1 "wetenschappelijk medewerker" "6b) Andere projecten (WM)" "EB"
22 "W" "B" 5 37530 NA "N" NA 2.04 0.94 "wetenschappelijk medewerker" "7b) Andere juniorstatuten (WM)" "LW"
23 "M" "B" 8 34243 NA "N" NA 1.14 0.19 "assistent" "1a) Bezoldigd AAP" "GE"
22 "M" "B" 7 37865 NA "N" NA 1 1 "doctoraatsbursaal" "5a) FWO-,BOF- en IUAP-projecten (bursalen)" "TW"
24 "W" "B" 7 35339 NA "N" NA 0.17 0.5 "assistent" "1c) Plaatsvervangend AAP" "PP"
23 "W" "B" 7 34060 NA "N" NA 0.88 0.5 "wetenschappelijk medewerker" "5b) FWO-,BOF- en IUAP-projecten (WM)" "LW"
22 "M" "B" 9 36039 44 "Y" 4 3.68 1 "doctoraatsbursaal" "5a) FWO-,BOF- en IUAP-projecten (bursalen)" "WE"
27 "W" "O" 5 36281 NA "N" NA 4 1 "doctoraatsbursaal" "5a) FWO-,BOF- en IUAP-projecten (bursalen)" "LW"
25 "W" "B" 8 36069 NA "N" NA 4.5 1 "doctoraatsbursaal" "5a) FWO-,BOF- en IUAP-projecten (bursalen)" "LW"
26 "W" "B" 5 37257 NA "N" NA 2 1 "doctoraatsbursaal" "5a) FWO-,BOF- en IUAP-projecten (bursalen)" "GE"
23 "M" "B" 8 34973 NA "N" NA 3.25 1 "wetenschappelijk medewerker" "6b) Andere projecten (WM)" "TW"
24 "W" "B" 7 35400 NA "N" NA 6.16 0.56 "doctoraatsbursaal" "5a) FWO-,BOF- en IUAP-projecten (bursalen)" "LA"
22 "M" "B" 7 37165 NA "N" NA 2 1 "doctoraatsbursaal" "5a) FWO-,BOF- en IUAP-projecten (bursalen)" "LW"
25 "M" "B" 7 36557 NA "N" NA 3.41 1 "doctoraatsbursaal" "5a) FWO-,BOF- en IUAP-projecten (bursalen)" "WE"
25 "M" "B" 7 37316 NA "N" NA 1.91 1 "wetenschappelijk medewerker" "6b) Andere projecten (WM)" "PS"
23 "W" "B" 8 37622 NA "N" NA 1 1 "doctoraatsbursaal" "6a) Andere projecten (bursalen)" "GE"
25 "W" "B" 7 37865 NA "N" NA 0.08 1 "doctoraatsbursaal" "5a) FWO-,BOF- en IUAP-projecten (bursalen)" "GE"
23 "M" "B" 8 36069 NA "N" NA 1.52 0.76 "assistent" "1a) Bezoldigd AAP" "TW"
23 "W" "B" 7 36130 NA "N" NA 0.5 1 "wetenschappelijk medewerker" "6b) Andere projecten (WM)" "LA"
25 "W" "B" 7 35370 NA "N" NA 1 1 "wetenschappelijk medewerker" "6b) Andere projecten (WM)" "WE"
47 "W" "B" 5 35886 NA "N" NA 0.08 0.2 "wetenschappelijk medewerker" "7b) Andere juniorstatuten (WM)" "PP"
23 "M" "B" 7 35309 51 "Y" 4 4.3 1 "wetenschappelijk medewerker" "6b) Andere projecten (WM)" "TW"
31 "M" "O" 5 35431 NA "N" NA 1.16 0.67 "wetenschappelijk medewerker" "6b) Andere projecten (WM)" "TW"
37 "M" "O" 5 37347 14 "Y" 1 0.91 1 "doctoraatsbursaal" "6a) Andere projecten (bursalen)" "WE"
24 "W" "B" 8 35431 NA "N" NA 1.91 1 "doctoraatsbursaal" "5a) FWO-,BOF- en IUAP-projecten (bursalen)" "LA"
29 "M" "O" 5 37043 NA "N" NA 3.25 1 "wetenschappelijk medewerker" "6b) Andere projecten (WM)" "WE"
22 "W" "B" 7 35674 NA "N" NA 6.33 1 "wetenschappelijk medewerker" "6b) Andere projecten (WM)" "TW"
22 "M" "B" 9 35309 69 "Y" 6 5.81 1 "assistent" "1a) Bezoldigd AAP" "WE"
23 "M" "B" 7 35521 62 "Y" 5 5.08 1 "VIB-junior onderzoeker" "6b) Andere projecten (WM)" "WE"
23 "M" "B" 8 35309 75 "Y" 6 6.3 1 "doctoraatsbursaal" "6a) Andere projecten (bursalen)" "DI"
45 "W" "B" 6 37226 NA "N" NA 0.98 0.49 "wetenschappelijk medewerker" "6b) Andere projecten (WM)" "GE"
28 "M" "O" 5 37653 NA "N" NA 1 1 "doctoraatsbursaal" "6a) Andere projecten (bursalen)" "LA"
22 "W" "B" 8 36251 NA "N" NA 1.34 1 "assistent" "1c) Plaatsvervangend AAP" "WE"
25 "M" "B" 6 35096 NA "N" NA 2.5 0.28 "assistent" "1a) Bezoldigd AAP" "RE"
24 "M" "B" 9 37622 NA "N" NA 1 1 "doctoraatsbursaal" "5a) FWO-,BOF- en IUAP-projecten (bursalen)" "LW"
23 "M" "O" 5 35735 NA "N" NA 6.42 1 "wetenschappelijk medewerker" "6b) Andere projecten (WM)" "TW"
23 "M" "B" 8 35004 NA "N" NA 2.33 1 "wetenschappelijk medewerker" "7b) Andere juniorstatuten (WM)" "FW"
25 "W" "B" 7 34090 NA "N" NA 0.25 1 "wetenschappelijk medewerker" "6b) Andere projecten (WM)" "PP"
23 "M" "B" 7 34669 NA "N" NA 3.67 1 "assistent" "1c) Plaatsvervangend AAP" "TW"
